club,handle,status,post_date,post_timestamp,likes,comments,reposts,collaborators,collab_count,caption,severity,post_url,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-10-27,2024-10-27T00:23:09+00:00,44,0,0,asacolumbia,1,"Join us this Monday @9pm for an informative language workshop with our multilingual student body⭐️⭐️ We can’t wait to learn and connect  with you all No comments yet. Start the conversation. 44 October 26, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English Engl",0,https://www.instagram.com/p/DBm3m6xNeGQ/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-04-25,2024-04-25T22:06:26+00:00,28,0,0,asacolumbia,1,"Join ASA next Monday, April 29th, to elect our new board! We know that these past few weeks on campus have been quite tense. As a board, we stand in complete solidarity with the protests in our community for Palestinian liberation. We hope to hear about the new board’s plans to continue supporting our community at Monday’s election. The sign up link is in the linktree in our bio. See you there! No comments yet. Start the conversation. 28 April 25, 2024 Mor",3,https://www.instagram.com/p/C6M1sg9vxI6/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-01-20,2024-01-20T01:37:33+00:00,58,0,0,asacolumbia,1,"We hope everyone had a restful winter break! Continue to ring in the new year with ASA as we make our 2024 Vision Boards. Be sure to bring any photos, cut outs, or other materials you’d like for your vision board! 👩‍🎨 No comments yet. Start the conversation. 58 January 19, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified",0,https://www.instagram.com/p/C2Tcv-OObUu/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-02-10,2024-02-10T02:51:59+00:00,80,0,0,"mansacolumbia, asacolumbia",2,"Join ASA and MANSA on Sunday to watch the 2024 AFCON Finals!! Pizza will be provided! 🇳🇬🇨🇮 No comments yet. Start the conversation. 80 February 9, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suom",0,https://www.instagram.com/p/C3Jp9ibOL9p/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2025-11-26,2025-11-26T21:06:44+00:00,34,0,0,"cubps, asacolumbia, Edited",3,🌍 ASA x CUBPS take on the UN! 🇺🇳 We are thrilled to invite you to the United Nations Conference: Academic Conference on Africa 2025. Join us for a morning of insightful discussion and global perspectives right at the United Nations Headquarters.  We will providing roundtrip metro cards and lunch for 15 students to go on this amazing experience!   🗓 Date: December 1st ⏰ Time: 10 AM - 1 PM 📍 Location: United Nations Headquarters Don’t miss,0,https://www.instagram.com/p/DRdJIgKDsMn/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,,,,,,,0,"3 columbiahousing columbiaadmissions Follow Do you want to be a Wien-er?! Find out why Angela and Imanaga loved living in Wien their first year at Columbia. Hint: great location, proximity to Fac House (a beloved @columbiadining dining hall), and a personal sink in your room - so many things to love about Wien Hall! … more 320 4 sarahsueshi Follow I’d rather watch that then the 3 episodes of Taylor in Colorado 😩🫣 … more Likes 5 3 etalkctv Follow ‘Euphoria’ season 3 is right around the corner and",0,https://www.instagram.com/reel/nW2jTKk5bW/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-04-08,2024-04-08T23:01:51+00:00,128,1,0,"aca_fitnyc, asacolumbia",2,"Meet Tracy, our bride-to-be and junior at FIT, bringing her vibrant Ghanaian heritage to every detail of her wedding journey💍👰🏾‍♀️ #🇬🇭🇬🇭🇬🇭 buupeee   104w a Ghanaian queen ! 😍 1 like Reply 128 1 April 8, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελ",0,https://www.instagram.com/p/C5hKhjiOJaB/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-10-07,2024-10-07T19:11:57+00:00,13,0,0,asacolumbia,1,"Tonight’s event is being postponed! No comments yet. Start the conversation. 13 October 7, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk",0,https://www.instagram.com/p/DA1Y444SWH8/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2025-03-29,2025-03-29T12:00:04+00:00,24,0,0,asacolumbia,1,"Join us on Monday, March 31st at 9PM in the Malcolm X Lounge for a fun-filled game of Mafia, ASA style! We’ll go over how to play at the beginning of the meeting, so be sure to come on time! No comments yet. Start the conversation. 24 March 29, 2025 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Češt",0,https://www.instagram.com/p/DHyFDdLtDZj/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,,,,,,,0,"3 asacolumbia Follow 🚨 ASA Fall Elections 🚨 Flyer’s out now!! Check it out and get ready for Monday 👀 … more 105 7 1 stayoutside.trish DeVotchKa · The Winner Is... (DeVotchKa Version)   DeVotchKa · The Winner Is... (DeVotchKa Version)   Follow I’d be lying if I said I liked seeing the subtle evidence of aging on my 30 y/o body. The grays. The wrinkles.. … more 2,233 41 62 asacolumbia Follow 🚨 ASA Fall Elections 🚨 Flyer’s out now!! Check it out and get ready for Monday 👀 … more 105 7 1 entertainm",0,https://www.instagram.com/reel/DOyfwyOjawk/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2025-04-17,2025-04-17T16:01:15+00:00,22,0,0,asacolumbia,1,"Speaking of our e-board, please join us next Monday, April 21st, to elect our e-board for the 2025-2026 academic year! If you are interested in joining the board, please click the link in our bio for more information and to apply. We hope to see you there! No comments yet. Start the conversation. 22 April 17, 2025 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact",0,https://www.instagram.com/p/DIjbsOSOCaW/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-04-12,2024-04-12T18:05:52+00:00,39,0,0,"aca_fitnyc, asacolumbia",2,"the program for tonight! can’t wait to see all of our lovely guests to celebrate the royal wedding tonight! No comments yet. Start the conversation. 39 April 12, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (Espa",0,https://www.instagram.com/p/C5q71Lnut8o/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-09-16,2024-09-16T01:40:12+00:00,17,0,0,asacolumbia,1,"Come join us for our FIRST meeting of the year! This is a great opportunity to interact with other ASA members and get a feel for what our club stands for! All students are welcome, regardless if you identify as African or not. We hope to see you there ⭐️⭐️⭐️   #asa #asacolumbia #columbiauniversity No comments yet. Start the conversation. 17 September 15, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Lo",0,https://www.instagram.com/p/C_9b1ZKO34W/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-11-17,2024-11-17T21:32:35+00:00,19,1,0,asacolumbia,1,"WHEW! We know we all had a TIME last Friday! We’ve had our fun, now it’s time to lock in and be serious. Come study and recharge with ASA tomorrow night. afrocentric_designs   71w Hey! Please check your DMs for an early Black Friday deal 😊 Reply 19 1 November 17, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afr",0,https://www.instagram.com/p/DCfNk13StCb/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2026-04-06,2026-04-06T21:27:11+00:00,,,,"cuafropolitan, asacolumbia, Edited",3,"🚨AFROWEEK KICKS OFF TONIGHT!🚨  Make sure you come to our first few events of Afroweek, a daily celebration leading up to Afropolitan on Sunday (buy your tickets‼️) NEW EVENT EVERY DAY!  Today is Pink Courtroom at 9 PM, and tomorrow is a trip into the IAS archives (pizza provided). You won’t wanna miss this!!! iascolumbia   22h Can’t wait Reply iascolumbia   22h 🔥🔥🔥🔥 Reply cat_catchers   1d Graphic design is 🔥 Reply cat_cat",0,https://www.instagram.com/p/DWziMpRlrO0/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-02-07,2024-02-07T02:30:56+00:00,88,1,0,"columbiabso, asacolumbia",2,"It’s that time of year again… the Dating Game is back! This year’s Dating Game will be based on the hit YouTube show, “The Button”. Contestants will go through a series of rounds and ultimately let the audience decide who will win a free date on us! For more details and to sign up to both attend and/or be a contestant, fill out the forms linked in our bio! We can’t wait to celebrate Valentine’s Day with you all 💌 melanatedcollegianso",0,https://www.instagram.com/p/C3B5Ks6O6lR/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2025-04-07,2025-04-07T14:48:33+00:00,12,0,0,asacolumbia,1,"We hope to see you tonight! No comments yet. Start the conversation. 12 April 7, 2025 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Nederlands",0,https://www.instagram.com/p/DIJjbA5OSNl/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,,,,,,,0,"3 virtualrealitea Follow “It’s NOT good.” Love to see Ciara Miller thriving on the “Euphoria” carpet with Sydney Sweeney.👏👏👏📹: HBO Max … more 2,285 46 26 mompreneurem Piero Piccioni · Arizona Dreaming (Remastered)   Piero Piccioni · Arizona Dreaming (Remastered)   Follow Tell me you’re a parent without telling me 😂 Apparently we only speak toddler now 😂 … more 27.4K 192 644 kaazty echstacy · Minnesota   echstacy · Minnesota   Follow 84.5K 361 2,084 abc7chicago Follow A special event occurred in",0,https://www.instagram.com/reel/nWzNNXk5Wf/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2025-12-01,2025-12-01T16:30:07+00:00,165,9,0,"elizabethaadeoye, samad_wya, asacolumbia",3,And we can’t forget everyone’s position on the 2025-26 E-Board! We have a lovely team supporting the ASA and everything that we do.  Don’t forgot to say hi if you see the board and keep supporting our ASA!  Creative Director: @nickmachayi_  Photographer: @ekwueme__  Models: @asacolumbia zara_williamson   18w HI @elizabethaadeoye Reply View all 1 replies tomisinarchived   18w 😍😍😍😍 Reply iascolumbia   9w ❤️❤️❤️❤️ Reply emaanvagher,0,https://www.instagram.com/p/DRukVR6Degj/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,,,,,,,0,"3 rachelinmotion.fit Andra Day · Rise Up   Andra Day · Rise Up   Follow Jessica… be for real 🩷 #fit #humor #viral #divorce #fyp 923 12 20 apnews Follow Pope Leo XIV welcomed the Harlem Globetrotters to St. Peter’s Square on Wednesday. … more 14K 127 285 katysuzuki Follow #romeoandjuliet #firstkiss #teachersfollowteachers #highschoolteachers … more 41 1 1 gabs_thechase Follow Mr. Darcy was here first … more 16.7K 12 149 Learn more gcu Follow Find your community, gain hands-on skills and begin you",0,https://www.instagram.com/reel/B-0bdLklRY8/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-02-17,2024-02-17T00:18:00+00:00,37,1,0,asacolumbia,1,"Join us for a creative evening of painting and sipping where art meets fun! Unleash your inner artist with ASA anonymous202636   111w Check your dm Reply 37 1 February 16, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español",0,https://www.instagram.com/p/C3bZ5yrO4kp/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2025-02-07,2025-02-07T17:00:03+00:00,12,0,0,asacolumbia,1,"From the African Student Association, this is Music Jeopardy! Join us as we play the iconic quiz game with a twist - each cue card has a song lyric, and you’ll have to answer with either the song’s title or artist(s)! See you at the Malcolm X Lounge at 9PM on Monday, February 10th! No comments yet. Start the conversation. 12 February 7, 2025 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram L",0,https://www.instagram.com/p/DFx3pKdx8dm/African Students Association,asacolumbia,ok,2026-02-04,2026-02-04T02:57:52+00:00,257,14,12,"asacolumbia, asu_huntercollege, lehman.asa, asu_nyu, NYU, Kimmel, Center, for, University, Life",10,"Whether you’re single, in a situationship, or just curious…  Love on the Island is back for its 4th year!! 🎈💜  In collaboration with ASA Columbia University, ASU Hunter College, and ASA Lehman College  📍 Grand Hall, 5th Floor, Kimmel Center (NYU Campus)  Thursday, February 12th Doors open @ 5:30 PM Event starts STRICTLY @ 6:00 PM  💌 RSVP IN BIO to attend or participate.  ALL school",0,https://www.instagram.com/p/DUUewyvDE08/
African Students Association,asacolumbia,ok,,,,,,,0,3 cu.muslimprelaw 2 people Follow Huge thank you to everyone who came out to our henna social! It was so great seeing so many lovely faces and watching everyone connect. Stay tuned for more! 🩵 … more 51 6 apnews Follow Pope Leo XIV welcomed the Harlem Globetrotters to St. Peter’s Square on Wednesday. … more 14.9K 132 301 cu.muslimprelaw 2 people Follow Huge thank you to everyone who came out to our henna social! It was so great seeing so many lovely faces and watching everyone connect. Stay tune,0,https://www.instagram.com/reel/DWfLEF5kV6T/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,,,,,,,0,"3 debbiee_emma PinkPantheress · Stateside + Zara Larsson (feat. Zara Larsson)   PinkPantheress · Stateside + Zara Larsson (feat. Zara Larsson)   Follow The lace circles to meet itself. … more 1,054 9 4 uncvolleyball 3 people Follow He’s got Bridget’s stamp of approval🤝🫡 … more 3,735 11 19 hbomax 3 people Follow Time flies. #Euphoria 11.5K 50 61 keepearthvintage Dominic Fike · White Keys   Dominic Fike · White Keys   Follow This is a joke….kind of 🫠 176 39 Learn more pncbank Follow Ben knows, unt",0,https://www.instagram.com/reel/2Xy_7tE5ZQ/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2026-04-06,2026-04-06T21:36:20+00:00,,,,"cuafropolitan, asacolumbia",2,"Pull up to the Africa Center with ASA with this Thursday as we explore 'Resistance in Memory - Visions of Sudan', an exhibition highlighting the 'Forgotten Crisis'. Tickets are free, but be sure to rsvp!   Finally, to round off Afroweek, join us at Riverside Park by Grant's Tomb this Friday for a field day and our freshman picnic! Come play games, eat good food, and listen to good music. No comments yet. Start the conversation. 19",0,https://www.instagram.com/p/DWzjcNblkYy/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-03-23,2024-03-23T23:20:10+00:00,25,0,0,"cuafropolitan, asacolumbia, Edited",3,"Join us this Monday 03/25 for waistband making. Learn more about the significance of waistbeads across different countries’ cultures and get the chance to customize one of your own. Pizza and drinks will be provided. We can’t wait to see you there! No comments yet. Start the conversation. 25 March 23, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI",0,https://www.instagram.com/p/C43_3Bcug_y/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2025-04-10,2025-04-10T16:11:24+00:00,44,0,0,"asacolumbia, mansacolumbia, columbia.psa, columbia.ssa, columbia_msa",5,"EVENT PROGRAM 🌟  Salam everyone! I hope you are all just as excited as we are for tomorrow’s Eid Banquet🌙! We officially SOLD OUT 🎟️! Make sure to come with a confirmation of your ticket at the door to be entered.   We have our line up for tomorrow, doors close at 8:30 PM, so make sure you get there 🚨ON TIME!🚨  We are excited to see you all there 🤍 No comments yet. Start the conversation. 44 April",0,https://www.instagram.com/p/DIRbShHgXUq/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,2024-09-20,2024-09-20T22:01:17+00:00,18,0,0,"asacolumbia, Edited",2,"📣📣📣 FALL ELECTIONS this Monday at 9pm! If you’re interested in joining our wonderful E-Board, fill out the link in our BIO. We can’t wait to welcome you to our team! No comments yet. Start the conversation. 18 September 20, 2024 More posts from asacolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk De",0,https://www.instagram.com/p/DAJ6jdUuVyc/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,,,,,,,0,"3 cuafropolitan asacolumbia Follow “THE SPIRIT OF AFRICA,” it’s hard to describe in just words. It’s faith, it’s family——brother and sister, father and son, it’s black boy joy, it’s the progression of the diaspora and a home we all know, it’s cultural legacy expounded upon itself, it’s an immigrant’s courage, it’s a choice to embrace ancestry, it’s everything and anything that has meant our evolution as a continent, and yet, how we can come back together and celebrate one another as Africans. …",0,https://www.instagram.com/reel/DWWnpTOCoPP/,,,,,,,,,,,,
African Students Association,asacolumbia,ok,,,,,,,0,"3 cuafropolitan asacolumbia Follow What’s YOUR fav African Dish?? Come join us on APRIL 12TH for good food, good vibes, and good fashion. Link in bio! ⭐️⭐️ … more 71 3 entertainmenttonight Follow ‘Summer House’ star Ciara Miller says she’s thriving at the ‘Euphoria' season 3 premiere. 🖤 … more 34.4K 501 270 cuafropolitan asacolumbia Follow What’s YOUR fav African Dish?? Come join us on APRIL 12TH for good food, good vibes, and good fashion. Link in bio! ⭐️⭐️ … more 71 3 keepearthvintage Dominic",0,https://www.instagram.com/reel/DICLE4nO25C/,,,,,,,,,,,,
